frame_index,seconds,lagging_edge_px,leading_edge_px,lagging_edge_mm,leading_edge_mm
0,0.0,34,40,4.840677966101695,5.694915254237288
1,0.27027027027027023,34,40,4.840677966101695,5.694915254237288
2,0.5405405405405405,34,40,4.840677966101695,5.694915254237288
3,0.8108108108108107,34,40,4.840677966101695,5.694915254237288
4,1.081081081081081,34,40,4.840677966101695,5.694915254237288
5,1.3513513513513513,34,40,4.840677966101695,5.694915254237288
6,1.6216216216216215,34,40,4.840677966101695,5.694915254237288
7,1.8918918918918919,34,35,4.840677966101695,4.983050847457627
8,2.162162162162162,34,40,4.840677966101695,5.694915254237288
9,2.4324324324324325,34,40,4.840677966101695,5.694915254237288
10,2.7027027027027026,34,40,4.840677966101695,5.694915254237288
11,2.972972972972973,34,43,4.840677966101695,6.122033898305085
12,3.243243243243243,34,48,4.840677966101695,6.8338983050847455
13,3.513513513513513,34,56,4.840677966101695,7.972881355932204
14,3.7837837837837838,34,64,4.840677966101695,9.111864406779661
15,4.0540540540540535,34,70,4.840677966101695,9.966101694915254
16,4.324324324324324,34,74,4.840677966101695,10.535593220338983
17,4.594594594594595,34,77,4.840677966101695,10.96271186440678
18,4.864864864864865,34,80,4.840677966101695,11.389830508474576
19,5.135135135135135,34,85,4.840677966101695,12.101694915254237
20,5.405405405405405,34,89,4.840677966101695,12.671186440677966
21,5.675675675675675,34,93,4.840677966101695,13.240677966101694
22,5.945945945945946,34,96,4.840677966101695,13.667796610169491
23,6.216216216216216,34,100,4.840677966101695,14.23728813559322
24,6.486486486486486,34,104,4.840677966101695,14.80677966101695
25,6.756756756756756,34,108,4.840677966101695,15.376271186440679
26,7.027027027027026,34,111,4.840677966101695,15.803389830508475
27,7.297297297297297,34,112,4.840677966101695,15.945762711864408
28,7.5675675675675675,34,113,4.840677966101695,16.08813559322034
29,7.837837837837838,34,116,4.840677966101695,16.515254237288136
30,8.108108108108107,34,116,4.840677966101695,16.515254237288136
31,8.378378378378377,34,116,4.840677966101695,16.515254237288136
32,8.648648648648647,34,116,4.840677966101695,16.515254237288136
33,8.91891891891892,34,120,4.840677966101695,17.084745762711865
34,9.18918918918919,34,124,4.840677966101695,17.654237288135594
35,9.45945945945946,34,127,4.840677966101695,18.08135593220339
36,9.72972972972973,34,128,4.840677966101695,18.223728813559323
37,10.0,34,128,4.840677966101695,18.223728813559323
38,10.27027027027027,34,132,4.840677966101695,18.79322033898305
39,10.54054054054054,34,134,4.840677966101695,19.077966101694916
40,10.81081081081081,34,136,4.840677966101695,19.36271186440678
41,11.08108108108108,34,137,4.840677966101695,19.505084745762712
42,11.35135135135135,34,139,4.840677966101695,19.789830508474576
43,11.621621621621621,34,139,4.840677966101695,19.789830508474576
44,11.891891891891891,34,138,4.840677966101695,19.647457627118644
